x,y,z,r,curvature,torsion
60.5235,90.7833,9.68672,2.79885,0.0334954,0.249289
60.4927,90.858,9.92198,2.80542,0.0360292,0.219661
60.4617,90.9307,10.1573,2.78299,0.0394959,0.188673
60.4307,91.001,10.3931,2.81605,0.042124,0.170788
60.3996,91.0689,10.6299,2.80632,0.0447492,0.156664
60.3682,91.1341,10.8682,2.82532,0.0473498,0.1458
60.3366,91.1965,11.1084,2.82138,0.049905,0.137726
60.3048,91.256,11.351,2.80544,0.053212,0.130578
60.2724,91.3123,11.596,2.78446,0.0556013,0.127304
60.2394,91.3656,11.8435,2.81015,0.0579049,0.125476
60.2057,91.4156,12.0934,2.77706,0.0601189,0.124926
60.1709,91.4624,12.3459,2.76753,0.0622424,0.125529
60.1351,91.5058,12.6009,2.70954,0.0649342,0.127986
60.0979,91.5459,12.8584,2.781,0.0668544,0.130982
60.0593,91.5826,13.1185,2.7349,0.0687011,0.134696
60.019,91.6157,13.3812,2.69465,0.0704899,0.138897
59.9769,91.6453,13.6465,2.69207,0.0722406,0.143562
59.9329,91.6713,13.9143,2.71402,0.074559,0.150173
59.8868,91.6934,14.1841,2.71422,0.0763259,0.154981
59.8386,91.7117,14.4555,2.74716,0.0781553,0.159606
59.7882,91.7258,14.7277,2.75499,0.0800851,0.163877
59.7355,91.7357,15.0002,2.72754,0.082156,0.167356
59.6805,91.7411,15.2724,2.70748,0.0852085,0.170694
59.6231,91.742,15.5438,2.79258,0.0877687,0.172121
59.5632,91.7381,15.8137,2.76465,0.0906051,0.172303
59.5007,91.7294,16.0817,2.73057,0.0937532,0.17131
59.4356,91.7155,16.347,2.73266,0.0972439,0.169252
59.3679,91.6964,16.6092,2.6944,0.102474,0.164757
59.2981,91.6713,16.8685,2.63843,0.106852,0.16027
59.2267,91.6394,17.1251,2.67389,0.111631,0.155058
59.1543,91.6001,17.3793,2.65291,0.116813,0.149198
59.0814,91.5524,17.6312,2.62443,0.122392,0.142848
59.0087,91.4958,17.8811,2.6007,0.130422,0.133923
58.9367,91.4293,18.1293,2.61248,0.136853,0.127005
58.866,91.3523,18.3759,2.65742,0.143593,0.119997
58.7971,91.264,18.6213,2.66508,0.150587,0.11299
58.7305,91.1635,18.8657,2.69579,0.157771,0.106014
58.6672,91.0506,19.109,2.74429,0.167508,0.0967698
58.6092,90.926,19.3509,2.78379,0.174805,0.0898932
58.5585,90.7909,19.5906,2.77876,0.181974,0.0831431
58.5174,90.6463,19.8273,2.80131,0.1889,0.0765589
58.4882,90.4936,20.0603,2.83269,0.19546,0.0700808
58.4731,90.3338,20.2889,2.86458,0.201519,0.0637069
58.4743,90.1681,20.5125,2.85014,0.208593,0.0555328
58.4941,89.9977,20.7302,2.82803,0.212984,0.0495659
58.5345,89.8237,20.9414,2.82996,0.21646,0.0437171
58.598,89.6472,21.1453,2.77373,0.218922,0.0380801
58.6859,89.4694,21.3412,2.7579,0.220293,0.0326071
58.7964,89.2908,21.5285,2.75891,0.220333,0.025536
58.9271,89.1118,21.7065,2.72161,0.219002,0.0205704
59.0753,88.9331,21.8746,2.77849,0.21653,0.0158759
59.2386,88.755,22.032,2.78214,0.212966,0.0114186
59.4143,88.5781,22.1782,2.7775,0.208389,0.00734359
59.6,88.4027,22.3125,2.7075,0.200905,0.00252378
59.793,88.2295,22.4342,2.80773,0.194412,-0.000672204
59.9909,88.0589,22.5427,2.80095,0.187308,-0.0034713
60.1911,87.8914,22.6373,2.83033,0.179728,-0.00587126
60.3916,87.7273,22.7177,2.85302,0.1718,-0.00788233
60.5919,87.566,22.7846,2.86604,0.160882,-0.0100116
60.7924,87.4071,22.839,2.85279,0.152562,-0.0112142
60.9932,87.2497,22.882,2.89218,0.144217,-0.0120585
61.1945,87.0933,22.9147,2.85968,0.135916,-0.0125785
61.3965,86.9372,22.938,2.87577,0.12771,-0.0128031
61.5993,86.7808,22.953,2.86172,0.116986,-0.0125526
61.8033,86.6233,22.9608,2.90066,0.109144,-0.0119474
62.0084,86.4642,22.9624,2.94156,0.101492,-0.0109973
62.215,86.3028,22.9588,2.93433,0.0940409,-0.00959524
62.4231,86.1386,22.9509,2.94626,0.0867925,-0.00764656
62.6324,85.9718,22.9391,2.95348,0.0774428,-0.00416832
62.8428,85.8029,22.9234,2.94881,0.070662,-0.000612194
63.0538,85.6322,22.9039,2.90479,0.0640736,0.00404399
63.2651,85.4601,22.881,2.94996,0.0576712,0.0099244
63.4764,85.287,22.8546,2.90483,0.05145,0.0175989
63.6874,85.1132,22.8249,2.8762,0.043434,0.0322487
63.8977,84.9393,22.792,2.90223,0.0376332,0.0483341
64.1071,84.7656,22.7562,2.9168,0.0320246,0.0719973
64.3152,84.5924,22.7174,2.89048,0.026637,0.109071
64.5219,84.4202,22.676,2.82965,0.0215327,0.17108
64.7273,84.249,22.6325,2.84023,0.0154317,0.336063
64.932,84.079,22.5873,2.87002,0.0118827,0.564296
65.1363,83.9103,22.5411,2.84288,0.0101282,0.770584
65.3408,83.7429,22.4943,2.91015,0.0109219,0.658608
65.5457,83.5771,22.4476,2.94469,0.0137265,0.417482
65.7516,83.4128,22.4016,2.92936,0.0188962,0.225339
65.9588,83.2501,22.3567,2.91214,0.0231764,0.155605
66.1677,83.0893,22.3135,2.91095,0.0275645,0.116706
66.3789,82.9304,22.2727,2.85724,0.0319652,0.0939777
66.5926,82.7733,22.2346,2.88752,0.0363258,0.0802185
66.8086,82.6176,22.2001,2.87776,0.0420202,0.0698806
67.0266,82.4629,22.1695,2.88616,0.0461696,0.0656201
67.2465,82.3084,22.1435,2.83526,0.0501956,0.0630883
67.4678,82.1537,22.1227,2.88568,0.054084,0.0617724
67.6904,81.9982,22.1077,2.86619,0.0578213,0.061262
67.9138,81.8413,22.099,2.85075,0.0625519,0.0610856
68.138,81.6824,22.0972,2.90911,0.0658997,0.0611884
68.3625,81.5211,22.1029,2.87034,0.0690684,0.0613515
68.5871,81.3567,22.1167,2.90724,0.0720528,0.0613197
68.8115,81.1889,22.1389,2.85734,0.0748497,0.0610709
69.0353,81.0177,22.1686,2.85578,0.0782851,0.0603388
69.2582,80.8436,22.205,2.81066,0.0806418,0.0592932
69.4796,80.6669,22.2468,2.74445,0.0828129,0.0578033
69.6993,80.4878,22.2931,2.79394,0.0848028,0.055875
69.9168,80.3067,22.3428,2.832,0.0866172,0.0534595
70.1317,80.1239,22.3948,2.86307,0.0887737,0.0494787
70.3436,79.9397,22.4481,2.85631,0.0902042,0.0459417
70.5522,79.7545,22.5017,2.75519,0.091484,0.041989
70.7569,79.5685,22.5544,2.71279,0.0926213,0.0376414
70.9576,79.382,22.6057,2.7823,0.0936256,0.0329032
71.1541,79.1953,22.6566,2.73765,0.0947749,0.0260758
71.3464,79.0084,22.7082,2.73767,0.0955066,0.0206227
71.5347,78.8214,22.7621,2.76577,0.096138,0.0148778
71.7188,78.6345,22.8197,2.77841,0.0966805,0.00889287
71.8989,78.4477,22.8821,2.83181,0.0971453,0.00271458
72.075,78.2613,22.951,2.8934,0.0975449,-0.00367414
72.247,78.0752,23.0275,2.88705,0.0979996,-0.0125049
72.4151,77.8897,23.113,2.94342,0.0983013,-0.0193196
72.5792,77.7049,23.209,2.87253,0.0985868,-0.0263183
72.7393,77.5207,23.3165,2.88991,0.098874,-0.0334761
72.8949,77.3368,23.4351,2.8753,0.0991832,-0.0406691
73.0452,77.1524,23.5641,2.80494,0.0996683,-0.0503191
73.1898,76.9671,23.7028,2.80986,0.100117,-0.0575893
73.3279,76.7801,23.8507,2.79916,0.100666,-0.0648261
73.4591,76.5911,24.007,2.77169,0.101339,-0.0720179
73.5825,76.3993,24.171,2.75512,0.102161,-0.0791289
73.6977,76.2041,24.342,2.8009,0.103537,-0.0879993
73.804,76.0051,24.5194,2.76054,0.104811,-0.0940854
73.9008,75.8015,24.7026,2.77035,0.106321,-0.0996596
73.9878,75.5933,24.8908,2.67115,0.108085,-0.104593
74.0658,75.3819,25.0837,2.66912,0.110119,-0.108865
74.136,75.1693,25.2809,2.69643,0.113266,-0.113573
74.1997,74.9572,25.4822,2.71046,0.115956,-0.116232
74.2579,74.7477,25.6872,2.71666,0.118921,-0.118152
74.3119,74.5426,25.8955,2.63324,0.122147,-0.119436
74.3628,74.3439,26.1068,2.54621,0.125608,-0.120147
74.4118,74.1534,26.3209,2.54196,0.130534,-0.120329
74.4602,73.973,26.5373,2.51947,0.134407,-0.120039
74.509,73.8047,26.7557,2.54882,0.138373,-0.119535
74.5591,73.6499,26.9759,2.44683,0.14237,-0.11894
74.6099,73.5082,27.1983,2.38394,0.14633,-0.118344
74.6602,73.3791,27.4235,2.39244,0.151416,-0.117717
74.709,73.2617,27.6518,2.43014,0.154986,-0.117491
74.7552,73.1553,27.8839,2.45357,0.15826,-0.117518
74.7979,73.0592,28.1202,2.42997,0.161159,-0.117853
74.8359,72.9726,28.3612,2.37302,0.163594,-0.11861
74.8682,72.8949,28.6075,2.45537,0.165965,-0.120436
74.8937,72.8251,28.8595,2.46239,0.166981,-0.122506
74.9114,72.7628,29.1178,2.42119,0.167269,-0.125162
74.9207,72.7072,29.3827,2.37197,0.166784,-0.128507
74.9223,72.6589,29.6533,2.36434,0.165494,-0.132669
74.9175,72.6187,29.929,2.34469,0.162515,-0.139508
74.9075,72.587,30.2086,2.32398,0.159363,-0.145784
74.8936,72.5648,30.4914,2.34422,0.15547,-0.153275
74.8769,72.5525,30.7764,2.4132,0.150901,-0.16201
74.8588,72.551,31.0627,2.44204,0.145745,-0.172176
74.8405,72.5609,31.3494,2.44411,0.138128,-0.188493
74.8231,72.583,31.6356,2.39894,0.132004,-0.203015
74.8079,72.6178,31.9203,2.39394,0.125667,-0.219761
74.7959,72.6658,32.2028,2.42919,0.119247,-0.239081
74.7871,72.7263,32.4827,2.49502,0.112875,-0.261104
74.7813,72.7983,32.76,2.52866,0.104699,-0.294538
74.7782,72.8806,33.0344,2.52054,0.098996,-0.322377
74.7775,72.9723,33.3057,2.48489,0.0938284,-0.35153
74.7792,73.0724,33.5738,2.52515,0.0893553,-0.380173
74.7828,73.1798,33.8385,2.62417,0.0857334,-0.405934
74.7883,73.2934,34.0996,2.71839,0.0824742,-0.430524
74.7952,73.4124,34.3569,2.75473,0.0813582,-0.437669
74.8035,73.5356,34.6104,2.81841,0.0814572,-0.433371
74.8131,73.662,34.8598,2.78086,0.08278,-0.418081
74.8252,73.7905,35.1054,2.74617,0.0852851,-0.393907
74.8412,73.92,35.3477,2.70922,0.090315,-0.353467
74.8624,74.0495,35.587,2.67996,0.0952076,-0.321135
74.8902,74.1778,35.8237,2.71355,0.100928,-0.289747
74.9261,74.3038,36.0581,2.68974,0.107362,-0.260714
74.9714,74.4265,36.2906,2.7186,0.114405,-0.234736
75.0275,74.5448,36.5217,2.71927,0.124585,-0.205162
75.0959,74.6575,36.7516,2.74161,0.132708,-0.18656
75.1778,74.7636,36.9807,2.69768,0.141171,-0.170693
75.2744,74.862,37.2094,2.72791,0.149907,-0.157243
75.385,74.9519,37.4372,2.7032,0.158853,-0.145872
75.5086,75.0326,37.6638,2.75102,0.171001,-0.13343
75.6443,75.1032,37.8888,2.76541,0.180198,-0.12583
75.791,75.1629,38.1118,2.85118,0.189406,-0.119463
75.9477,75.2111,38.3324,2.87852,0.19857,-0.114136
76.1136,75.2469,38.5502,2.89583,0.207631,-0.109706
76.2875,75.2696,38.7647,2.88906,0.216543,-0.10604
76.4685,75.2783,38.9757,2.91146,0.228109,-0.102146
76.6556,75.2723,39.1825,2.95159,0.236494,-0.0998748
76.8478,75.251,39.3848,2.95295,0.24461,-0.0980775
77.0439,75.2143,39.5815,3.02119,0.252445,-0.096667
77.2428,75.1624,39.7712,2.98646,0.259994,-0.0955912
77.4431,75.0951,39.9528,2.97607,0.269637,-0.0946293
77.6437,75.0128,40.1252,2.87337,0.276578,-0.0941732
77.8434,74.9153,40.2869,2.86668,0.28329,-0.0938988
78.0409,74.8029,40.4369,2.8885,0.289799,-0.0937952
78.2352,74.6756,40.574,2.99478,0.296128,-0.0938058
78.4249,74.5335,40.6968,2.96843,0.304292,-0.0939337
78.6089,74.3766,40.8041,3.02539,0.310197,-0.0941087
78.786,74.2053,40.8952,2.97822,0.315884,-0.0943168
78.955,74.0204,40.9703,2.98249,0.321292,-0.0945365
79.1148,73.8232,41.03,2.93161,0.326333,-0.0947653
79.2642,73.6148,41.0752,2.92028,0.33229,-0.095074
79.402,73.3963,41.1063,2.94222,0.335994,-0.0953164
79.5271,73.1688,41.1243,2.96684,0.338865,-0.0955698
79.6384,72.9336,41.1296,2.96384,0.340755,-0.0958281
79.7348,72.6918,41.1229,2.92568,0.34151,-0.0961001
79.8149,72.4444,41.1051,2.9204,0.340501,-0.0965198
79.8778,72.1928,41.0766,2.96996,0.338061,-0.0969374
79.9225,71.9379,41.0382,2.80881,0.334067,-0.097522
79.9495,71.6809,40.9905,2.8409,0.328472,-0.0982884
79.9592,71.4231,40.934,2.77584,0.321305,-0.0992383
79.9525,71.1654,40.8692,2.75,0.309455,-0.100935
79.9299,70.9091,40.7968,2.78409,0.299022,-0.102609
79.892,70.6553,40.7172,2.79317,0.287465,-0.104688
79.8396,70.405,40.6311,2.71209,0.274993,-0.107305
79.7732,70.1596,40.539,2.66922,0.261824,-0.110579
79.6935,69.92,40.4415,2.68921,0.24357,-0.116043
79.6011,69.6875,40.339,2.65464,0.229644,-0.121201
79.4967,69.4629,40.2323,2.6812,0.215729,-0.127489
79.3808,69.2463,40.1222,2.6665,0.202009,-0.135017
79.2537,69.0375,40.0096,2.64539,0.188647,-0.144019
79.116,68.8364,39.8954,2.7196,0.171625,-0.158786
78.9682,68.6427,39.7806,2.68931,0.159595,-0.172267
78.8106,68.4564,39.666,2.67368,0.148297,-0.188188
78.6438,68.2772,39.5526,2.66268,0.137813,-0.206871
78.4682,68.105,39.4412,2.61973,0.128239,-0.228209
78.2843,67.9396,39.3329,2.59691,0.117091,-0.260155
78.0926,67.7808,39.2285,2.57494,0.110112,-0.285592
77.8934,67.6284,39.1287,2.59558,0.104484,-0.310264
77.6874,67.4819,39.0338,2.62269,0.100364,-0.331486
77.4751,67.3407,38.9436,2.59646,0.0979044,-0.346206
77.257,67.2043,38.8583,2.59246,0.0974106,-0.351222
77.0336,67.072,38.7778,2.49235,0.0992147,-0.342774
76.8056,66.9433,38.7021,2.46336,0.102881,-0.325237
76.5733,66.8176,38.6312,2.51473,0.108352,-0.301438
76.3374,66.6943,38.5651,2.53144,0.115542,-0.274492
76.0984,66.5729,38.5038,2.55834,0.127641,-0.238005
75.8567,66.4528,38.4472,2.55308,0.138487,-0.212357
75.6133,66.3333,38.3958,2.51214,0.15078,-0.189059
75.3697,66.2133,38.3511,2.47639,0.164466,-0.168236
75.1278,66.0918,38.3153,2.45484,0.179502,-0.149855
74.8894,65.9675,38.2903,2.3986,0.201606,-0.129129
74.6564,65.8394,38.2781,2.49326,0.219689,-0.115772
74.4307,65.7062,38.2808,2.51135,0.238998,-0.103831
74.2141,65.5669,38.3004,2.56989,0.259428,-0.0931052
74.0085,65.4203,38.339,2.60669,0.280812,-0.0832176
73.8157,65.2652,38.3985,2.56854,0.310357,-0.0707799
73.6377,65.1004,38.4809,2.49629,0.332802,-0.0617316
73.476,64.9256,38.5876,2.45621,0.354931,-0.0526617
73.3311,64.7426,38.7171,2.67136,0.376114,-0.0433749
73.203,64.5541,38.8672,2.65932,0.395642,-0.0339146
73.0922,64.3627,39.0357,2.68685,0.417817,-0.0209097
72.9985,64.1709,39.2204,2.62258,0.430615,-0.0107802
72.9224,63.9813,39.419,2.65367,0.43947,-0.000618998
72.8639,63.7967,39.6295,2.53216,0.444017,0.00946679
72.8233,63.6195,39.8495,2.51003,0.444119,0.0194495
72.8007,63.4524,40.077,2.50882,0.43989,0.0291104
72.7962,63.2979,40.3096,2.60847,0.428199,0.0411417
72.81,63.1584,40.5454,2.5303,0.415642,0.0495067
72.8413,63.0348,40.7833,2.45231,0.400586,0.0572901
72.8893,62.9274,41.0221,2.46122,0.38374,0.0644935
72.9532,62.837,41.2609,2.43706,0.36577,0.0711707
73.0321,62.7641,41.4987,2.48705,0.341054,0.0794071
73.1253,62.7091,41.7345,2.4672,0.322565,0.0852193
73.2319,62.6726,41.9672,2.42209,0.304524,0.0908039
73.351,62.6551,42.1959,2.44674,0.287188,0.0962628
73.4819,62.6573,42.4197,2.46418,0.270729,0.101756
73.6237,62.6796,42.6373,2.41979,0.25031,0.109306
73.7756,62.7221,42.8482,2.35464,0.23619,0.115232
73.9367,62.7831,43.0521,2.37539,0.223107,0.121352
74.1061,62.8603,43.2491,2.31044,0.211055,0.127703
74.283,62.9516,43.4393,2.26164,0.200006,0.134326
74.4665,63.0547,43.6228,2.18612,0.186767,0.143511
74.6557,63.1673,43.7996,2.06499,0.177906,0.15063
74.8498,63.2874,43.9699,2.09722,0.169909,0.157923
75.0479,63.4126,44.1337,2.0835,0.16273,0.165243
75.249,63.5407,44.2911,2.07409,0.156332,0.172442
75.4524,63.6696,44.4422,1.99357,0.14895,0.181629
75.657,63.7976,44.587,1.98966,0.144223,0.188092
75.8614,63.9256,44.7261,1.95736,0.140153,0.194013
76.0641,64.0551,44.8598,1.94477,0.136703,0.199201
76.2634,64.1875,44.9887,2.11042,0.133837,0.203582
76.4578,64.3244,45.1132,2.07009,0.130853,0.208058
76.6457,64.4672,45.2337,2.10603,0.129191,0.210236
76.8257,64.6174,45.3508,2.0819,0.127974,0.211562
76.9961,64.7765,45.4649,2.19626,0.127163,0.212188
77.1553,64.946,45.5764,2.14397,0.126726,0.212025
77.3018,65.1273,45.6859,2.14529,0.126663,0.210568
77.4344,65.3214,45.7938,2.10741,0.126947,0.208706
77.5535,65.5272,45.9008,2.07793,0.127454,0.20628
77.6596,65.743,46.0076,2.03268,0.128129,0.203429
77.7534,65.9672,46.115,2.05419,0.12893,0.200339
77.8356,66.1981,46.2237,2.06704,0.130128,0.19581
77.9068,66.4341,46.3344,2.10321,0.131081,0.192144
77.9678,66.6735,46.4478,2.08803,0.132047,0.188466
78.0192,66.9147,46.5647,2.02949,0.133002,0.184715
78.0616,67.156,46.6857,2.06428,0.133923,0.180834
78.0957,67.3957,46.8117,2.06455,0.13507,0.175714
78.1222,67.6326,46.943,2.08747,0.135855,0.171843
78.1412,67.8669,47.0791,2.13026,0.136568,0.167835
78.153,68.0991,47.2191,2.04765,0.137205,0.163796
78.158,68.3298,47.3623,2.07299,0.137761,0.159689
78.1562,68.5594,47.5078,2.04323,0.138376,0.153947
78.148,68.7886,47.6547,2.06277,0.138741,0.149514
78.1335,69.018,47.8022,2.08924,0.139025,0.144964
78.113,69.2479,47.9495,2.09282,0.139226,0.140223
78.0868,69.4791,48.0957,2.14825,0.139346,0.135315
78.0549,69.712,48.2401,2.12531,0.139376,0.128569
78.0177,69.9469,48.382,2.08355,0.139298,0.123311
77.9746,70.1829,48.5222,2.09919,0.139129,0.117939
77.925,70.4187,48.6616,2.06193,0.138865,0.112525
77.8686,70.6532,48.8011,2.06259,0.1385,0.107058
77.8046,70.8851,48.9416,2.06475,0.13785,0.0997549
77.7326,71.1132,49.0842,2.05693,0.137231,0.0943882
77.6519,71.3363,49.2298,2.09454,0.136493,0.0891252
77.5622,71.5532,49.3793,2.07216,0.135632,0.08399
77.4627,71.7626,49.5338,2.12896,0.134643,0.0790583
77.353,71.9633,49.694,2.18759,0.13312,0.072815
77.2328,72.1546,49.8608,2.09446,0.131824,0.0683963
77.1029,72.3369,50.0336,2.17404,0.130395,0.0642476
76.9644,72.5113,50.2119,2.09713,0.128836,0.0603691
76.8183,72.6788,50.395,2.10694,0.127152,0.0567572
76.6658,72.8403,50.5821,2.01373,0.124722,0.052388
76.5078,72.997,50.7726,2.05417,0.122771,0.0494394
76.3456,73.1496,50.9659,2.06136,0.120722,0.0467572
75.5629,73.5921,51.6814,2.2344,0.0214794,2.64E-14
75.2824,73.5886,51.8068,1.98108,0.0432185,-2.14E-16
75.0024,73.5815,51.9304,1.94285,0.0654582,-6.97E-15
74.7234,73.5689,52.0514,1.89039,0.0883987,2.33E-15
74.4456,73.5492,52.1689,1.91308,0.112169,3.79E-16
74.1694,73.5204,52.282,1.97656,0.136788,-1.37E-15
73.895,73.4807,52.3898,2.02068,0.16211,7.48E-17
73.6227,73.4284,52.4914,2.16856,0.187766,-6.77E-16
73.3529,73.3616,52.5861,2.09078,0.213109,-1.51E-15
73.0858,73.2786,52.6728,1.97666,0.237184,-0.184359
72.8217,73.178,52.7508,1.9189,0.217418,-0.215624
72.5604,73.0614,52.8196,1.83847,0.197975,-0.252166
72.3015,72.9305,52.879,1.80163,0.17971,-0.294523
72.0447,72.7874,52.9285,1.83708,0.163323,-0.342289
71.7898,72.634,52.9678,1.81,0.14941,-0.393109
71.5364,72.4723,52.9966,1.88597,0.138498,-0.441557
71.2842,72.3041,53.0145,1.89041,0.131047,-0.478977
71.033,72.1314,53.0211,1.91919,0.12739,-0.495893
70.7823,71.9562,53.0161,1.90548,0.127656,-0.486911
70.5319,71.7804,52.9992,1.88904,0.131715,-0.454356
70.2817,71.6056,52.9702,1.82736,0.118086,0.124922
70.032,71.432,52.9302,1.82008,0.10493,0.157948
69.7834,71.2593,52.8804,1.82384,0.0924655,0.203889
69.5365,71.0874,52.8222,1.83207,0.0809594,0.268248
69.2918,70.9159,52.7567,1.83473,0.0708007,0.356592
69.05,70.7448,52.6852,1.77429,0.0625977,0.468178
68.8115,70.5737,52.609,1.82387,0.0572402,0.580837
68.577,70.4026,52.5294,2.03079,0.0557507,0.642647
68.3469,70.2311,52.4476,2.0191,0.0588006,0.613987
68.122,70.0591,52.365,2.01149,0.0663135,0.51982
67.9024,69.8865,52.2825,1.93111,0.0550585,0.0293946
67.6874,69.7136,52.2005,1.85074,0.0439323,0.0493953
67.4759,69.5412,52.1191,1.84945,0.0340828,0.0870744
67.2669,69.3697,52.0384,1.92477,0.0280479,0.135293
67.0593,69.1996,51.9585,1.90134,0.0292538,0.129769
66.8521,69.0316,51.8796,1.87527,0.0375099,0.0816338
66.6442,68.8662,51.8018,1.82386,0.0496223,0.0477869
66.4346,68.7039,51.7252,1.93858,0.0634322,0.0296487
66.2221,68.5454,51.6499,1.95799,0.077893,0.019703
66.0058,68.391,51.5761,1.80464,0.0924121,0.0138454
65.7848,68.2414,51.5037,1.81795,0.0826507,5.24E-15
65.5595,68.096,51.4327,1.9365,0.0729866,5.96E-15
65.3301,67.9545,51.363,2.01823,0.0634481,2.73E-15
65.0974,67.8164,51.2943,2.08354,0.0540481,1.13E-14
64.8617,67.6811,51.2266,2.06215,0.0447872,2.84E-17
64.6236,67.5482,51.1597,2.06845,0.0356558,2.08E-15
64.3835,67.4173,51.0933,2.13542,0.0266366,3.51E-14
64.1419,67.2878,51.0275,2.17992,0.0177063,3.69E-14
63.8993,67.1593,50.9619,2.18754,0.00883747,-2.94E-13
