x,y,z,r,curvature,torsion
73.476,100.72,13.059,3.0664,0.080981,-0.022835
73.441,100.72,13.349,3.0176,0.084504,-0.025647
73.406,100.71,13.638,3.018,0.087958,-0.028194
73.372,100.69,13.926,2.992,0.091342,-0.030409
73.339,100.66,14.214,3.0116,0.094655,-0.03232
73.308,100.62,14.5,3.0616,0.097897,-0.03398
73.278,100.58,14.784,3.0395,0.10211,-0.03578
73.251,100.54,15.067,3.0319,0.10518,-0.036816
73.227,100.49,15.347,3.0247,0.10818,-0.037618
73.206,100.43,15.625,3.0159,0.11111,-0.038198
73.188,100.37,15.901,3.048,0.11396,-0.038559
73.175,100.3,16.173,2.9834,0.11673,-0.03872
73.166,100.23,16.443,3.0397,0.12031,-0.038666
73.163,100.15,16.709,2.9939,0.12289,-0.038468
73.166,100.07,16.971,3.0275,0.12538,-0.038144
73.177,99.989,17.23,3.0596,0.12779,-0.037719
73.195,99.899,17.485,3.0842,0.13009,-0.037265
73.222,99.805,17.737,3.0947,0.13229,-0.036782
73.259,99.707,17.984,3.0382,0.13504,-0.036114
73.307,99.604,18.228,3.0813,0.13698,-0.035678
73.366,99.497,18.467,3.0092,0.13878,-0.03531
73.438,99.385,18.702,3.0508,0.14045,-0.035012
73.523,99.269,18.933,3.0904,0.14197,-0.034842
73.62,99.147,19.159,3.0274,0.14333,-0.034817
73.728,99.021,19.379,3.1613,0.14488,-0.035015
73.847,98.89,19.594,3.1255,0.14583,-0.035377
73.976,98.753,19.802,3.1621,0.14659,-0.035939
74.114,98.611,20.004,3.1685,0.14715,-0.036707
74.26,98.464,20.199,3.106,0.14749,-0.037686
74.414,98.31,20.386,3.1279,0.14763,-0.038881
74.574,98.15,20.565,3.0722,0.14754,-0.040302
74.739,97.983,20.736,2.9285,0.14706,-0.042539
74.909,97.811,20.897,2.9584,0.14643,-0.044443
75.083,97.632,21.049,2.9649,0.14555,-0.046557
75.261,97.448,21.193,3.0883,0.14443,-0.048876
75.442,97.259,21.327,3.0246,0.14307,-0.051335
75.626,97.065,21.451,3.0278,0.14146,-0.053952
75.812,96.867,21.567,3.0372,0.13893,-0.057701
75.999,96.665,21.673,2.9523,0.13675,-0.060626
76.188,96.461,21.77,3.0053,0.13433,-0.063658
76.377,96.253,21.857,2.9989,0.13167,-0.066826
76.566,96.044,21.934,3.0725,0.12879,-0.070077
76.754,95.833,22.002,3.0641,0.12569,-0.07342
76.943,95.621,22.061,3.0573,0.12124,-0.078086
77.133,95.411,22.11,3.0443,0.11768,-0.08176
77.325,95.202,22.15,3.0419,0.11394,-0.085619
77.519,94.997,22.182,3.1007,0.11003,-0.089721
77.717,94.797,22.205,3.126,0.10597,-0.094148
77.918,94.602,22.219,3.105,0.10179,-0.098989
78.125,94.415,22.225,3.0997,0.096024,-0.10626
78.337,94.236,22.223,3.0867,0.091593,-0.11255
78.555,94.066,22.213,3.1104,0.087087,-0.11979
78.78,93.908,22.196,3.1619,0.082526,-0.1282
79.012,93.758,22.173,3.2544,0.077929,-0.13808
79.249,93.617,22.145,3.2443,0.073317,-0.14989
79.491,93.483,22.113,3.1756,0.067182,-0.16948
79.737,93.355,22.079,3.1135,0.062623,-0.18789
79.986,93.23,22.045,3.161,0.058133,-0.21048
80.238,93.109,22.012,3.1848,0.053748,-0.23827
80.492,92.988,21.981,3.23,0.049511,-0.27243
80.747,92.868,21.954,3.2401,0.045477,-0.31428
81.003,92.747,21.931,3.2613,0.040536,-0.38345
81.258,92.624,21.915,3.1986,0.037278,-0.44457
81.513,92.498,21.905,3.157,0.034532,-0.50968
81.767,92.371,21.9,3.1351,0.032432,-0.57024
82.021,92.244,21.899,3.1226,0.03111,-0.6133
82.275,92.116,21.901,3.1182,0.030669,-0.62615
82.529,91.988,21.907,3.0897,0.031508,-0.58912
82.783,91.862,21.914,3.0931,0.033145,-0.53064
83.036,91.737,21.922,3.0716,0.035524,-0.46099
83.29,91.615,21.931,3.0263,0.038517,-0.39163
83.543,91.495,21.94,3.0262,0.042002,-0.32895
83.796,91.378,21.948,2.9767,0.045878,-0.27527
84.049,91.265,21.956,2.9456,0.051525,-0.21747
84.303,91.154,21.965,2.9611,0.056048,-0.18293
84.556,91.046,21.975,2.9433,0.060774,-0.15444
84.809,90.939,21.987,2.9207,0.065676,-0.13085
85.062,90.835,22.003,2.9465,0.070735,-0.11113
85.314,90.731,22.023,2.9877,0.075935,-0.094448
85.567,90.629,22.047,2.9723,0.083067,-0.075971
85.82,90.526,22.077,2.9362,0.088551,-0.064297
86.072,90.425,22.113,2.9411,0.09414,-0.054059
86.325,90.323,22.157,2.9362,0.099821,-0.045026
86.576,90.221,22.208,2.9074,0.10558,-0.036965
86.825,90.119,22.269,2.8768,0.1114,-0.029671
87.072,90.018,22.338,2.9343,0.11922,-0.020958
87.316,89.917,22.418,2.9845,0.12508,-0.015057
87.555,89.817,22.509,2.9502,0.13092,-0.0095709
87.789,89.719,22.611,3.0819,0.13668,-0.0045056
88.017,89.621,22.726,3.1119,0.14232,0.00012525
88.239,89.525,22.853,3.1107,0.1478,0.0044027
88.452,89.431,22.994,3.0959,0.15475,0.0095869
88.658,89.339,23.149,3.112,0.15962,0.013036
88.855,89.248,23.316,3.1072,0.16412,0.016158
89.043,89.159,23.494,3.045,0.16817,0.018957
89.223,89.071,23.68,2.9792,0.17173,0.021338
89.392,88.983,23.873,2.9674,0.17471,0.023325
89.553,88.896,24.07,2.9614,0.17767,0.025372
89.703,88.81,24.27,3,0.17907,0.026332
89.844,88.724,24.47,3.0064,0.17972,0.026795
89.974,88.637,24.669,2.9888,0.17958,0.026772
90.094,88.55,24.864,2.9434,0.17865,0.02626
90.204,88.462,25.055,2.9326,0.17694,0.025253
90.303,88.375,25.243,2.8947,0.17347,0.023137
90.393,88.289,25.43,2.956,0.17004,0.021052
90.473,88.206,25.618,2.6977,0.16596,0.018561
90.546,88.128,25.811,2.726,0.16129,0.015635
90.61,88.055,26.009,2.7148,0.1561,0.012235
90.667,87.988,26.216,2.7441,0.15046,0.0083076
90.718,87.929,26.433,2.7646,0.14443,0.0037849
90.762,87.88,26.664,2.7791,0.13588,-0.0034433
90.8,87.84,26.909,3.0279,0.12917,-0.010107
90.834,87.812,27.171,3.1023,0.12223,-0.018103
90.862,87.794,27.448,3.0996,0.11514,-0.027748
90.885,87.785,27.737,3.1258,0.10792,-0.03943
90.903,87.785,28.035,3.1768,0.10064,-0.053782
90.916,87.791,28.34,3.205,0.090919,-0.078445
90.924,87.804,28.649,2.7809,0.083701,-0.10179
90.926,87.822,28.958,2.7734,0.076636,-0.13074
90.923,87.844,29.266,2.7976,0.069813,-0.16709
90.915,87.869,29.57,2.677,0.063341,-0.21241
90.902,87.895,29.866,2.6777,0.057356,-0.26827
90.883,87.922,30.153,2.5922,0.050446,-0.35921
90.86,87.95,30.431,2.6206,0.046372,-0.43355
90.834,87.977,30.704,2.7556,0.043552,-0.49909
90.806,88.002,30.971,2.7203,0.042254,-0.53659
90.776,88.026,31.235,2.7393,0.042645,-0.53203
90.747,88.048,31.497,2.8515,0.044728,-0.48806
90.719,88.066,31.759,2.9163,0.049862,-0.39708
90.692,88.081,32.023,2.9112,0.055184,-0.32658
90.669,88.091,32.291,2.8801,0.061526,-0.26438
90.651,88.096,32.563,2.9273,0.068726,-0.21284
90.637,88.096,32.842,2.9343,0.076665,-0.1713
90.627,88.089,33.125,2.7898,0.085261,-0.13816
90.62,88.072,33.412,2.9526,0.097637,-0.10401
90.614,88.046,33.701,2.9105,0.10754,-0.084057
90.609,88.008,33.988,2.9644,0.11793,-0.067877
90.602,87.956,34.274,2.9665,0.12875,-0.054567
90.593,87.89,34.557,3.0008,0.13993,-0.043451
90.58,87.808,34.833,2.9886,0.15138,-0.034228
90.561,87.708,35.103,3.0015,0.16687,-0.024245
90.537,87.588,35.363,3.0053,0.17849,-0.018095
90.505,87.448,35.613,3.0314,0.1899,-0.012958
90.467,87.29,35.853,3.0096,0.2009,-0.0086965
90.424,87.115,36.081,3.035,0.21125,-0.0051805
90.378,86.926,36.298,3.0262,0.22069,-0.0023756
90.33,86.725,36.505,3.0249,0.23142,0.00028205
90.281,86.515,36.699,2.9789,0.23772,0.0015209
90.233,86.297,36.883,2.9496,0.24227,0.002107
90.188,86.074,37.055,2.8843,0.24491,0.0020204
90.146,85.849,37.215,2.9321,0.24552,0.0012711
90.109,85.623,37.364,2.9611,0.2441,-0.00012425
90.079,85.398,37.501,2.907,0.23913,-0.0029319
90.055,85.174,37.626,2.8891,0.23329,-0.0057644
90.035,84.951,37.739,2.8845,0.22587,-0.0092069
90.018,84.727,37.839,2.7664,0.21714,-0.013159
90.004,84.502,37.925,2.8084,0.20736,-0.017676
89.991,84.275,37.999,2.8081,0.1968,-0.022843
89.979,84.045,38.059,2.8041,0.18196,-0.030835
89.966,83.812,38.106,2.8304,0.17051,-0.037863
89.951,83.576,38.138,2.8497,0.15901,-0.04605
89.933,83.334,38.156,2.831,0.1476,-0.055692
89.912,83.087,38.159,2.7821,0.13637,-0.067238
89.886,82.835,38.15,2.6852,0.12543,-0.081324
89.856,82.58,38.128,2.7259,0.11141,-0.10532
89.821,82.322,38.097,2.725,0.1014,-0.12858
89.781,82.062,38.057,2.8049,0.091905,-0.1581
89.737,81.801,38.01,2.7832,0.083021,-0.1954
89.687,81.54,37.957,2.7963,0.07488,-0.24191
89.631,81.28,37.901,2.7209,0.067668,-0.29849
89.569,81.021,37.842,2.681,0.059962,-0.38487
89.502,80.766,37.782,2.6649,0.056064,-0.44502
89.428,80.514,37.722,2.6814,0.054193,-0.48266
89.35,80.264,37.664,2.7041,0.054625,-0.48307
89.271,80.015,37.606,2.6654,0.057425,-0.44627
89.191,79.764,37.55,2.6961,0.062446,-0.38704
89.115,79.512,37.496,2.6667,0.072145,-0.3022
89.043,79.256,37.443,2.7508,0.081351,-0.24682
88.979,78.995,37.393,2.7224,0.092023,-0.2015
88.924,78.728,37.346,2.7607,0.10408,-0.16547
88.881,78.452,37.301,2.7662,0.11748,-0.13699
88.852,78.166,37.259,2.7349,0.13225,-0.11441
88.838,77.871,37.222,2.6954,0.15412,-0.091118
88.841,77.568,37.189,2.7208,0.17221,-0.07755
88.861,77.262,37.163,2.7643,0.19179,-0.066466
88.897,76.957,37.145,2.7627,0.21284,-0.057232
88.95,76.656,37.137,2.7752,0.23531,-0.049445
89.02,76.363,37.14,2.9083,0.25905,-0.042804
89.107,76.083,37.156,2.9447,0.2838,-0.037008
89.211,75.818,37.187,2.8784,0.31764,-0.030392
89.333,75.573,37.234,2.8459,0.3429,-0.026314
89.472,75.352,37.299,2.8501,0.36724,-0.02286
89.629,75.157,37.382,2.7435,0.38974,-0.019974
89.801,74.989,37.483,2.7218,0.40942,-0.017675
89.987,74.847,37.598,2.7517,0.42535,-0.015941
90.183,74.728,37.724,2.7605,0.4393,-0.014486
90.387,74.633,37.86,2.7014,0.44355,-0.013994
90.598,74.56,38.002,2.7294,0.44221,-0.014013
90.813,74.507,38.148,2.6898,0.43545,-0.014548
91.029,74.475,38.295,2.6219,0.4238,-0.015608
91.244,74.462,38.442,2.562,0.40809,-0.017195
91.456,74.466,38.584,2.4934,0.38247,-0.02011
91.664,74.487,38.721,2.4779,0.36104,-0.022688
91.867,74.523,38.852,2.4184,0.33874,-0.025524
92.067,74.574,38.976,2.4867,0.31634,-0.028647
92.264,74.64,39.095,2.457,0.29445,-0.032063
92.461,74.718,39.207,2.4813,0.27346,-0.035794
92.658,74.809,39.313,2.5271,0.24735,-0.041369
92.856,74.91,39.412,2.5604,0.22937,-0.045969
93.057,75.023,39.506,2.5289,0.21284,-0.050859
93.261,75.144,39.594,2.5426,0.19781,-0.056085
93.469,75.275,39.675,2.5198,0.18425,-0.061641
93.684,75.413,39.751,2.5213,0.17213,-0.067422
93.901,75.558,39.822,2.5776,0.15815,-0.075403
94.121,75.71,39.892,2.5657,0.14922,-0.081402
94.341,75.867,39.96,2.5388,0.14159,-0.086924
94.559,76.028,40.03,2.3808,0.1352,-0.091724
94.773,76.194,40.103,2.3816,0.13001,-0.095561
94.982,76.362,40.181,2.4869,0.12595,-0.098181
95.184,76.533,40.266,2.4577,0.12221,-0.099474
95.377,76.705,40.36,2.5116,0.12056,-0.098697
95.559,76.879,40.465,2.4977,0.1198,-0.096598
95.728,77.052,40.581,2.592,0.11984,-0.093321
95.885,77.226,40.708,2.6243,0.12061,-0.089013
96.029,77.4,40.844,2.5111,0.12199,-0.084006
96.159,77.576,40.988,2.5817,0.12464,-0.076748
96.277,77.754,41.139,2.5635,0.12713,-0.071021
96.383,77.934,41.295,2.5562,0.12996,-0.06527
96.475,78.117,41.454,2.5455,0.13304,-0.059658
96.555,78.303,41.616,2.5869,0.13631,-0.054198
96.621,78.493,41.778,2.6055,0.13969,-0.048912
96.675,78.688,41.939,2.5776,0.14424,-0.042249
96.716,78.887,42.098,2.579,0.14761,-0.037504
96.744,79.09,42.255,2.5786,0.15086,-0.032979
96.76,79.296,42.41,2.5879,0.15393,-0.028778
96.764,79.505,42.565,2.5997,0.15676,-0.024867
96.757,79.716,42.719,2.6374,0.1593,-0.021216
96.739,79.928,42.873,2.6099,0.16216,-0.016786
96.711,80.14,43.027,2.6011,0.16385,-0.013776
96.672,80.352,43.182,2.6109,0.1651,-0.011017
96.623,80.563,43.339,2.5916,0.1659,-0.0085108
96.565,80.772,43.497,2.5346,0.16622,-0.006254
96.498,80.979,43.658,2.5712,0.16605,-0.00424
96.422,81.185,43.819,2.5897,0.16505,-0.0019652
96.338,81.388,43.981,2.5895,0.16375,-0.0005837
96.246,81.591,44.141,2.581,0.16199,0.00052476
96.146,81.792,44.298,2.5889,0.1598,0.0013896
96.038,81.994,44.451,2.5653,0.15721,0.0020403
95.924,82.196,44.599,2.5853,0.15427,0.0024829
95.802,82.398,44.741,2.5966,0.14987,0.0027964
95.674,82.602,44.875,2.5353,0.14626,0.0028834
95.539,82.808,45,2.5464,0.14245,0.0028537
95.399,83.015,45.115,2.5899,0.13847,0.0027304
95.253,83.224,45.221,2.6239,0.13436,0.00257
95.103,83.434,45.319,2.5939,0.13016,0.0023798
94.948,83.646,45.41,2.6117,0.1245,0.0020957
94.79,83.86,45.494,2.6618,0.12024,0.0018986
94.629,84.074,45.574,2.6598,0.116,0.0017209
94.465,84.289,45.649,2.5774,0.1118,0.0015626
94.3,84.505,45.721,2.6965,0.10767,0.0014329
94.133,84.721,45.791,0,0.091408,-7.91E-07
93.779,84.933,45.977,3.1224,0.092603,-8.34E-07
93.592,84.928,46.093,3.0198,0.094957,-8.92E-07
93.404,84.924,46.21,2.9548,0.097248,-9.12E-07
93.216,84.921,46.326,2.8203,0.098365,-9.06E-07
93.026,84.919,46.443,2.7637,0.10053,-8.61E-07
92.834,84.919,46.56,2.6872,0.10259,-7.70E-07
92.64,84.92,46.676,2.6369,0.10357,-6.88E-07
92.444,84.923,46.793,2.5874,0.10543,-3.76E-07
92.245,84.929,46.91,2.5667,0.10713,1.42E-07
92.043,84.937,47.027,2.5756,0.10865,8.73E-07
91.838,84.948,47.144,2.6275,0.10934,1.32E-06
91.63,84.96,47.263,2.6323,0.11058,2.38E-06
91.422,84.971,47.382,2.6577,0.11159,3.51E-06
91.214,84.981,47.504,2.6405,0.11202,4.06E-06
91.008,84.988,47.629,2.6093,0.11269,5.09E-06
90.805,84.989,47.757,2.6301,0.11311,6.04E-06
90.606,84.984,47.889,2.6001,0.11324,6.49E-06
90.413,84.971,48.027,2.5598,0.11329,7.31E-06
90.227,84.949,48.17,2.5416,0.1131,7.96E-06
90.048,84.915,48.319,2.4884,0.11265,8.36E-06
89.879,84.869,48.475,2.5087,0.11234,8.46E-06
89.718,84.812,48.638,2.4826,0.11154,8.48E-06
89.564,84.744,48.806,2.4534,0.11051,8.24E-06
89.418,84.668,48.979,2.4356,0.10991,8.04E-06
89.276,84.584,49.156,2.3518,0.10856,7.57E-06
89.14,84.493,49.337,2.3996,0.10703,7.12E-06
89.007,84.398,49.52,2.5007,0.10619,6.90E-06
88.877,84.299,49.706,2.7113,0.1044,6.46E-06
88.395,83.919,50.118,0,0.10246,6.05E-06
88.877,84.299,49.706,2.7113,0.1044,6.46E-06
89.007,84.398,49.52,2.5007,0.10619,6.90E-06
89.14,84.493,49.337,2.3996,0.10703,7.12E-06
89.276,84.584,49.156,2.3518,0.10856,7.57E-06
89.418,84.668,48.979,2.4356,0.10991,8.04E-06
89.564,84.744,48.806,2.4534,0.11051,8.24E-06
89.718,84.812,48.638,2.4826,0.11154,8.48E-06
89.879,84.869,48.475,2.5087,0.11234,8.46E-06
90.048,84.915,48.319,2.4884,0.11265,8.36E-06
90.227,84.949,48.17,2.5416,0.1131,7.96E-06
90.413,84.971,48.027,2.5598,0.11329,7.31E-06
90.606,84.984,47.889,2.6001,0.11324,6.49E-06
90.805,84.989,47.757,2.6301,0.11311,6.04E-06
91.008,84.988,47.629,2.6093,0.11269,5.09E-06
91.214,84.981,47.504,2.6405,0.11202,4.06E-06
91.422,84.971,47.382,2.6577,0.11159,3.51E-06
91.63,84.96,47.263,2.6323,0.11058,2.38E-06
91.838,84.948,47.144,2.6275,0.10934,1.32E-06
92.043,84.937,47.027,2.5756,0.10865,8.73E-07
92.245,84.929,46.91,2.5667,0.10713,1.42E-07
92.444,84.923,46.793,2.5874,0.10543,-3.76E-07
92.64,84.92,46.676,2.6369,0.10357,-6.88E-07
92.834,84.919,46.56,2.6872,0.10259,-7.70E-07
93.026,84.919,46.443,2.7637,0.10053,-8.61E-07
93.216,84.921,46.326,2.8203,0.098365,-9.06E-07
93.404,84.924,46.21,2.9548,0.097248,-9.12E-07
93.592,84.928,46.093,3.0198,0.094957,-8.92E-07
93.779,84.933,45.977,3.1224,0.092603,-8.34E-07
