x,y,z,r,curvature,torsion
75.5649,88.7109,24.0148,2.76082,0.170226,-0.0727524
75.7423,88.5769,24.2126,2.6216,0.172015,-0.0730747
75.9086,88.4474,24.4166,2.67078,0.172939,-0.0730118
76.0615,88.3223,24.6256,2.61865,0.17274,-0.072362
76.1989,88.2013,24.8386,2.65393,0.171475,-0.0715247
76.3185,88.0842,25.0544,2.54578,0.169264,-0.0705012
76.4188,87.9708,25.2721,2.54482,0.166149,-0.0692825
76.5013,87.8618,25.4922,2.52789,0.162191,-0.0678501
76.568,87.7581,25.7153,2.54183,0.155716,-0.0654919
76.6212,87.6606,25.9421,2.5022,0.150045,-0.0633881
76.6629,87.5702,26.1731,2.46642,0.143755,-0.0610144
76.6953,87.4876,26.4091,2.48772,0.136926,-0.0583893
76.7206,87.4138,26.6507,2.52986,0.129647,-0.0554764
76.7408,87.3497,26.8985,2.55244,0.122006,-0.0522063
76.7581,87.296,27.1533,2.5846,0.111379,-0.0470307
76.7746,87.2538,27.4156,2.60872,0.103161,-0.0422618
76.7921,87.2235,27.6859,2.60153,0.0947825,-0.0364017
76.8109,87.2044,27.9633,2.62379,0.0862821,-0.0290398
76.8307,87.1959,28.2467,2.5831,0.0776975,-0.0194594
76.8513,87.1968,28.5351,2.4349,0.0690576,-0.00631395
76.8727,87.2063,28.8274,2.39962,0.0574866,0.0207388
76.8947,87.2235,29.1224,2.49671,0.0488035,0.0539432
76.917,87.2475,29.4191,2.52858,0.0401546,0.110394
76.9396,87.2773,29.7163,2.56618,0.0316015,0.218055
76.9622,87.3121,30.0131,2.56651,0.0233045,0.455646
76.9848,87.3509,30.3082,2.52194,0.0157833,1.07655
77.0072,87.3928,30.6008,2.48664,0.0108234,2.41452
77.0302,87.4363,30.8908,2.47813,0.0149253,1.27602
77.0543,87.4801,31.1782,2.46783,0.0227003,0.538026
77.0803,87.5228,31.463,2.43594,0.031763,0.258814
77.1091,87.5628,31.7453,2.45065,0.0414911,0.13698
77.1413,87.5987,32.0252,2.70003,0.0517242,0.0749467
77.1776,87.6291,32.3027,2.65489,0.0661027,0.0308353
77.2188,87.6525,32.5778,2.66254,0.0774519,0.0115687
77.2656,87.6676,32.8506,2.63634,0.0893122,-0.0015478
77.3188,87.6728,33.1211,2.62127,0.101705,-0.0110441
77.3786,87.6669,33.3894,2.6557,0.114643,-0.0181477
77.4434,87.6493,33.6551,2.67406,0.128119,-0.0235658
77.5113,87.6194,33.9179,2.64738,0.146869,-0.0291301
77.5802,87.5768,34.1775,2.66564,0.161424,-0.0323839
77.648,87.5209,34.4334,2.62441,0.176276,-0.0349662
77.7127,87.4513,34.6854,2.5553,0.191252,-0.0370242
77.7722,87.3675,34.9331,2.61817,0.206121,-0.0386214
77.8246,87.2691,35.1762,2.57313,0.220589,-0.0397206
77.8678,87.1554,35.4142,2.57517,0.238644,-0.0404351
77.8998,87.0261,35.6469,2.64968,0.250726,-0.0404056
77.9191,86.881,35.8738,2.66508,0.261081,-0.0398684
77.927,86.7209,36.0938,2.71821,0.269298,-0.0388011
77.9253,86.5472,36.306,2.79193,0.275012,-0.0371881
77.9158,86.3612,36.5093,2.85823,0.277948,-0.0350241
77.9003,86.164,36.7024,2.91172,0.277298,-0.031286
77.8806,85.957,36.8844,2.96539,0.273398,-0.0278645
77.8587,85.7414,37.0541,2.99707,0.266762,-0.0240142
77.8363,85.5185,37.2105,3.02619,0.257706,-0.0197545
77.8152,85.2894,37.3525,3.06571,0.246621,-0.0150638
77.7973,85.0556,37.4789,3.00558,0.229433,-0.00822114
77.7839,84.818,37.5891,3.01945,0.2153,-0.0026256
77.7739,84.5769,37.6836,2.98622,0.200543,0.00352029
77.766,84.3324,37.7637,2.89901,0.185497,0.0102591
77.7585,84.0844,37.8303,2.84643,0.170444,0.0177018
77.75,83.833,37.8844,2.91436,0.155602,0.0262157
77.7389,83.5782,37.9271,2.88281,0.136397,0.0401728
77.7239,83.3201,37.9594,2.85798,0.122544,0.0536786
77.7032,83.0587,37.9825,2.78201,0.109213,0.0712392
77.6755,82.7941,37.9972,2.7609,0.0964239,0.0948551
77.6392,82.5263,38.0048,2.74261,0.0842076,0.127405
77.5933,82.2554,38.006,2.74822,0.0726137,0.174208
77.5384,81.9819,38.0016,2.7465,0.058302,0.274795
77.4755,81.7064,37.992,2.635,0.048734,0.397057
77.4057,81.4296,37.9777,2.62455,0.0407271,0.573975
77.3301,81.1519,37.9592,2.68515,0.035236,0.775579
77.2498,80.874,37.937,2.69392,0.033525,0.868238
77.1657,80.5964,37.9116,2.59734,0.0362711,0.753829
77.079,80.3198,37.8835,2.51232,0.045714,0.487737
76.9908,80.0448,37.8532,2.43278,0.0557259,0.336879
76.902,79.7719,37.8211,2.50414,0.0674609,0.237178
76.814,79.5015,37.7881,2.45417,0.0806063,0.172297
76.7283,79.2335,37.756,2.44627,0.0950617,0.129278
76.6467,78.9674,37.7269,2.51577,0.110846,0.099956
76.5712,78.7029,37.703,2.53645,0.13411,0.0737819
76.5035,78.4395,37.6862,2.45404,0.153381,0.0603577
76.4454,78.1769,37.6787,2.41996,0.174382,0.0505139
76.3987,77.9146,37.6827,2.40317,0.197258,0.0431813
76.3652,77.6523,37.7002,2.42774,0.222123,0.0376931
76.3468,77.3896,37.7334,2.46086,0.249026,0.0336658
76.3452,77.1261,37.7843,2.40273,0.287954,0.030068
76.3619,76.862,37.8545,2.35417,0.319125,0.0284855
76.3972,76.5999,37.9426,2.40191,0.351439,0.0278254
76.4506,76.3429,38.0468,2.47324,0.384076,0.0280451
76.5221,76.0942,38.1652,2.54708,0.41589,0.0291305
76.6115,75.8569,38.2959,2.43268,0.445451,0.0310734
76.7184,75.6344,38.437,2.52112,0.478599,0.0349746
76.8429,75.4297,38.5866,2.4757,0.496679,0.0388461
76.9845,75.2459,38.7428,2.4345,0.507488,0.0433167
77.1432,75.0864,38.9038,2.38991,0.5103,0.0482686
77.3186,74.9542,39.0677,2.42212,0.505065,0.0536408
77.5104,74.8518,39.2325,2.3875,0.492415,0.0592647
77.7164,74.7785,39.3962,2.33428,0.466127,0.0669509
77.9345,74.7333,39.5567,2.16486,0.44134,0.0729234
78.1623,74.7147,39.7121,2.1866,0.413967,0.079
78.3975,74.7215,39.8603,2.19325,0.385441,0.0851307
78.6378,74.7524,39.9991,2.17565,0.356934,0.0914766
78.881,74.8062,40.1267,2.14057,0.329323,0.0981087
79.1247,74.8815,40.2408,2.16083,0.294952,0.10713
79.3666,74.977,40.3395,2.22582,0.271489,0.114129
79.6044,75.0915,40.4208,2.17089,0.250226,0.121321
79.8362,75.2235,40.4837,2.18165,0.23124,0.128474
80.0614,75.3708,40.532,2.15413,0.214543,0.135408
80.2798,75.5309,40.571,2.19376,0.195775,0.143846
80.4911,75.7014,40.6054,2.20771,0.184231,0.14909
80.6951,75.8798,40.6405,2.2984,0.17476,0.15295
80.8916,76.0638,40.6811,2.38218,0.167263,0.155032
81.0803,76.2508,40.7324,2.4338,0.161639,0.155061
81.261,76.4385,40.7994,2.44117,0.15778,0.152837
81.4335,76.6244,40.887,2.47147,0.155175,0.146342
81.5976,76.806,41.0004,2.49386,0.154954,0.139279
81.7527,76.9817,41.1429,2.31366,0.156059,0.130792
81.8974,77.1522,41.3119,2.36009,0.158339,0.121271
82.0302,77.319,41.5031,2.34408,0.161641,0.111219
82.1492,77.4836,41.7122,2.41718,0.165814,0.101054
82.2528,77.6476,41.9349,2.41275,0.172468,0.0876733
82.3393,77.8124,42.1668,2.37829,0.178077,0.0781422
82.4071,77.9795,42.4039,2.4163,0.184058,0.0693
82.4545,78.1504,42.6416,2.40368,0.190269,0.0610825
82.4798,78.3267,42.8759,2.38266,0.196565,0.0534881
82.4813,78.5098,43.1023,2.39002,0.202806,0.0466643
82.4581,78.7007,43.3174,2.41823,0.210806,0.0385942
82.4113,78.8982,43.5211,2.41288,0.216386,0.0332053
82.3432,79.1006,43.7141,2.44495,0.221453,0.0283601
82.2557,79.3061,43.897,2.42374,0.225874,0.023995
82.1507,79.5132,44.0705,2.36925,0.229526,0.0200589
82.0304,79.72,44.2352,2.41516,0.232297,0.0165411
81.8967,79.9248,44.392,2.45255,0.234474,0.0124597
81.7516,80.126,44.5413,2.28768,0.234891,0.00982491
81.5972,80.3217,44.684,2.27185,0.234233,0.0075423
81.4354,80.5104,44.8206,2.36603,0.232507,0.005599
81.2679,80.6906,44.9518,2.30085,0.229749,0.0039818
81.095,80.8624,45.0776,2.20733,0.226024,0.00265289
80.9165,81.0262,45.1978,2.27845,0.219701,0.00127127
80.7324,81.1823,45.3124,2.1916,0.21408,0.000512643
80.5426,81.3311,45.4213,2.30701,0.207839,-5.53E-05
80.3469,81.473,45.5243,2.25377,0.201098,-0.000475753
80.1453,81.6084,45.6215,2.23177,0.193979,-0.000759093
79.9377,81.7376,45.7126,2.28941,0.186598,-0.000927819
79.724,81.8611,45.7976,2.33835,0.176533,-0.00104787
79.504,81.9792,45.8764,2.36775,0.168934,-0.00107041
79.2779,82.0924,45.949,2.19279,0.161382,-0.00104815
79.0461,82.2011,46.016,2.18734,0.153943,-0.00100506
78.8092,82.3058,46.0779,2.20446,0.14667,-0.000945347
78.5679,82.407,46.1354,2.10483,0.139607,-0.000872523
78.3228,82.5052,46.1891,2.21506,0.13057,-0.000778852
78.0745,82.6009,46.2397,2.27086,0.124107,-0.000714992
77.8237,82.6946,46.2877,2.27937,0.117928,-0.000656478
77.571,82.7868,46.3339,2.33499,0.112042,-0.000606133
77.3171,82.878,46.3788,0,0.109505,2.65E-05
76.8761,82.9256,46.4721,2.71863,0.110896,2.72E-05
76.6896,82.8823,46.5207,2.51654,0.113632,2.92E-05
76.5031,82.8386,46.5683,2.40983,0.116292,3.20E-05
76.3166,82.7943,46.6145,2.12854,0.117588,3.37E-05
76.1301,82.7493,46.6588,2.10627,0.120095,3.77E-05
75.9435,82.7034,46.7008,2.10823,0.122473,4.27E-05
75.7568,82.6564,46.7398,2.11467,0.123607,4.54E-05
75.5701,82.608,46.7756,2.09575,0.125751,5.06E-05
75.3833,82.5582,46.8075,2.12553,0.127711,5.58E-05
75.1964,82.5067,46.8352,2.08852,0.129468,6.07E-05
75.0095,82.4533,46.8584,2.08164,0.130263,6.31E-05
74.8231,82.3977,46.8786,2.09785,0.131677,6.77E-05
74.6377,82.3394,46.8972,2.1885,0.132842,7.13E-05
74.4539,82.278,46.916,2.08622,0.133327,7.24E-05
74.2722,82.2132,46.9367,2.10234,0.134092,7.35E-05
74.0933,82.1446,46.9607,2.04146,0.134579,7.27E-05
73.9176,82.0717,46.9899,2.06029,0.134715,7.17E-05
73.7457,81.9941,47.0258,2.0195,0.134773,6.83E-05
73.5782,81.9115,47.0701,2.03529,0.134543,6.38E-05
73.4156,81.8234,47.1244,2.0164,0.134028,5.91E-05
73.2584,81.7296,47.1898,1.96188,0.133665,5.66E-05
73.1061,81.6305,47.2658,1.96346,0.132736,5.16E-05
72.9582,81.5268,47.3511,2.08,0.131545,4.63E-05
72.8142,81.419,47.4445,1.96068,0.130855,4.36E-05
72.6734,81.3077,47.5449,1.96661,0.129298,3.86E-05
72.5354,81.1934,47.6512,2.08721,0.127519,3.45E-05
72.3996,81.0768,47.7621,2.22429,0.126552,3.28E-05
72.2655,80.9584,47.8765,2.27061,0.124478,3.00E-05
71.7789,80.5911,48.0143,2.32316,0.0307677,-0.000227627
71.5578,80.463,47.9182,2.29938,0.0309552,-0.000270411
71.3365,80.3336,47.8238,2.183,0.0310779,-0.000310109
71.115,80.2026,47.7318,2.08611,0.0311988,-0.000358127
70.8933,80.0693,47.643,2.10847,0.0313774,-0.00043766
70.6713,79.9331,47.5584,2.02558,0.0314947,-0.000494977
70.4489,79.7935,47.4786,2.02758,0.0316107,-0.000555715
70.226,79.65,47.4045,2.03407,0.0317828,-0.000651562
70.0027,79.5019,47.337,2.02342,0.0318964,-0.000707683
69.7788,79.3486,47.2767,1.89193,0.0320652,-0.000773411
69.5543,79.19,47.2242,1.86912,0.0321768,-0.000804772
69.3293,79.0269,47.1779,1.79156,0.0322878,-0.000826057
69.1039,78.8607,47.1358,1.93977,0.032453,-0.000836175
68.8782,78.6927,47.0961,1.95748,0.0325623,-0.00082708
68.6524,78.5241,47.0569,1.90657,0.0326707,-0.000805273
68.4265,78.3561,47.0161,1.91533,0.0328314,-0.000748701
68.2006,78.1902,46.9718,1.79792,0.0329371,-0.000701848
67.975,78.0275,46.9222,1.90207,0.0330929,-0.000633169
67.7496,77.8694,46.8652,1.98384,0.0331945,-0.000588518
67.5246,77.7171,46.799,1.87238,0.0332941,-0.000544826
67.3002,77.5714,46.7223,1.87678,0.0334389,-0.000488471
67.0766,77.4309,46.6364,1.83493,0.0335319,-0.000469232
66.8541,77.2937,46.5434,1.82524,0.0336218,-0.000465636
66.6329,77.1581,46.4453,1.94843,0.03375,-0.000489545
66.4134,77.022,46.3442,1.91058,0.0338304,-0.00052454
66.1959,76.8837,46.2422,1.83502,0.0339427,-0.000600243
65.9806,76.7412,46.1411,1.90229,0.0340116,-0.000665695
65.7679,76.5927,46.0432,1.83575,0.0340754,-0.000743093
65.5579,76.4364,45.9503,1.74989,0.0341607,-0.000879172
65.3511,76.2702,45.8647,1.85023,0.0342103,-0.000967588
65.1476,76.093,45.7875,1.80387,0.034254,-0.0010492
64.9474,75.9056,45.7178,1.85674,0.0343077,-0.00115897
64.7504,75.7095,45.6535,1.91355,0.0343355,-0.00122377
64.5565,75.5062,45.5929,1.89731,0.0343648,-0.00129361
64.3657,75.2973,45.5342,1.83527,0.034376,-0.00131542
64.1779,75.0841,45.4754,1.83793,0.0343805,-0.00131752
63.9929,74.8682,45.4147,1.82507,0.0343749,-0.00128396
63.8106,74.651,45.3503,1.8041,0.0343628,-0.00124108
63.6311,74.4341,45.2804,1.88239,0.0343442,-0.00118645
63.4541,74.2189,45.2031,1.8836,0.0343045,-0.0010826
63.2797,74.0066,45.117,1.83087,0.0342703,-0.000998832
63.1075,73.7972,45.0225,1.78686,0.034208,-0.000859611
62.9373,73.5904,44.9207,1.77991,0.0341593,-0.000771284
62.7689,73.3858,44.8124,1.91463,0.0341052,-0.000687591
62.602,73.1832,44.6985,1.95037,0.0340143,-0.000570679
62.4363,72.9821,44.5801,2.05204,0.0339475,-0.000499496
62.2717,72.7823,44.4579,2.15663,0.033876,-0.000440152
62.1078,72.5835,44.333,2.18996,0.0337604,-0.00037511
61.9444,72.3853,44.2062,2.29227,0.033678,-0.000347597
